SMPDB.Name	SMPDB.ID	Pathway.Class	TermSize	N_Hit	Hit	ES	pvalue_nominal	NES	FDR
Cysteine Metabolism	SMP0000013	Metabolic	26	16	HMDB0000538;HMDB0000574;HMDB0000208;HMDB0002111;HMDB0001429;HMDB0000240;HMDB0000045;HMDB0002084;HMDB0001341;HMDB0000902;HMDB0001487;HMDB0000051;HMDB0000148;HMDB0000250;HMDB0001491;HMDB0001377	0.30715730934887003	0.572744014732965	0.9017968650575077	0.6733839465252321
beta-Mercaptolactate-Cysteine Disulfiduria	SMP0000499	Disease	26	16	HMDB0001487;HMDB0000574;HMDB0001429;HMDB0000208;HMDB0001491;HMDB0000902;HMDB0000250;HMDB0001341;HMDB0000045;HMDB0002084;HMDB0000538;HMDB0001377;HMDB0000051;HMDB0000240;HMDB0000148;HMDB0002111	0.30715730934887003	0.572744014732965	0.9017968650575077	0.6733839465252321
Bloch Pathway (Cholesterol Biosynthesis) 	SMP0121057	Metabolic	25	10	HMDB0001967;HMDB0000221;HMDB0002111;HMDB0001248;HMDB0001217;HMDB0001203;HMDB0002719;HMDB0059597;HMDB0000217;HMDB0001377	0.3480703042287452	0.590990990990991	0.8996715406013087	0.6760426059772179
Fructosuria	SMP0000561	Disease	31	12	HMDB0000902;HMDB0000660;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000250;HMDB0003345;HMDB0000217;HMDB0001487;HMDB0001047;HMDB0000221;HMDB0001429	0.31034826087348877	0.6521739130434783	0.8530613751378893	0.6862424406240525
Fructose Intolerance, Hereditary	SMP0000725	Disease	31	12	HMDB0000660;HMDB0001047;HMDB0001341;HMDB0000902;HMDB0000221;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0003345;HMDB0001429;HMDB0002111;HMDB0000250	0.31034826087348877	0.6521739130434783	0.8530613751378893	0.6862424406240525
Fructose and Mannose Degradation	SMP0000064	Metabolic	31	12	HMDB0000660;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0001047;HMDB0000250;HMDB0000902;HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000217	0.31034826087348877	0.6521739130434783	0.8530613751378893	0.6862424406240525
Fenoprofen Action Pathway	SMP0000696	Drug Action	67	11	HMDB0000217;HMDB0005079;HMDB0000221;HMDB0004238;HMDB0001509;HMDB0004244;HMDB0005998;HMDB0003080;HMDB0000148;HMDB0001377;HMDB0002111	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Carprofen Action Pathway	SMP0000694	Drug Action	67	11	HMDB0003080;HMDB0001509;HMDB0004244;HMDB0005079;HMDB0000148;HMDB0001377;HMDB0005998;HMDB0002111;HMDB0000221;HMDB0004238;HMDB0000217	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Antrafenine Action Pathway	SMP0000693	Drug Action	67	11	HMDB0000221;HMDB0002111;HMDB0005998;HMDB0004238;HMDB0000148;HMDB0000217;HMDB0004244;HMDB0003080;HMDB0001509;HMDB0005079;HMDB0001377	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Antipyrine Action Pathway	SMP0000692	Drug Action	67	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Lornoxicam Action Pathway	SMP0000700	Drug Action	67	11	HMDB0000148;HMDB0000217;HMDB0004238;HMDB0005079;HMDB0003080;HMDB0001377;HMDB0004244;HMDB0000221;HMDB0001509;HMDB0005998;HMDB0002111	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Acetaminophen  Action Pathway	SMP0000710	Drug Action	67	11	HMDB0001509;HMDB0003080;HMDB0002111;HMDB0004244;HMDB0000221;HMDB0000148;HMDB0005998;HMDB0004238;HMDB0000217;HMDB0001377;HMDB0005079	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Salicylic Acid Action Pathway	SMP0000709	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0000221;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0000217;HMDB0005998;HMDB0002111;HMDB0005079;HMDB0004238	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Valdecoxib Action Pathway	SMP0000116	Drug Action	67	11	HMDB0002111;HMDB0005079;HMDB0001509;HMDB0000217;HMDB0004238;HMDB0000221;HMDB0005998;HMDB0000148;HMDB0003080;HMDB0004244;HMDB0001377	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Salsalate Action Pathway	SMP0000707	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Sulindac Action Pathway	SMP0000094	Drug Action	67	11	HMDB0000148;HMDB0000217;HMDB0004238;HMDB0005079;HMDB0003080;HMDB0001377;HMDB0004244;HMDB0000221;HMDB0001509;HMDB0005998;HMDB0002111	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Tenoxicam Action Pathway	SMP0000706	Drug Action	67	11	HMDB0003080;HMDB0001509;HMDB0004244;HMDB0005079;HMDB0000148;HMDB0001377;HMDB0005998;HMDB0002111;HMDB0000221;HMDB0004238;HMDB0000217	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Tiaprofenic Acid Action Pathway	SMP0000705	Drug Action	67	11	HMDB0000221;HMDB0002111;HMDB0005998;HMDB0004238;HMDB0000148;HMDB0000217;HMDB0004244;HMDB0003080;HMDB0001509;HMDB0005079;HMDB0001377	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Ketoprofen Action Pathway	SMP0000085	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Rofecoxib Action Pathway	SMP0000087	Drug Action	66	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Ketorolac Action Pathway	SMP0000098	Drug Action	67	11	HMDB0003080;HMDB0000148;HMDB0004238;HMDB0002111;HMDB0005079;HMDB0001377;HMDB0001509;HMDB0005998;HMDB0004244;HMDB0000217;HMDB0000221	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Trisalicylate-Choline Action Pathway	SMP0000703	Drug Action	66	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Nepafenac Action Pathway	SMP0000702	Drug Action	67	11	HMDB0005079;HMDB0004238;HMDB0000221;HMDB0003080;HMDB0001509;HMDB0004244;HMDB0000148;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Salicylate-Sodium Action Pathway	SMP0000708	Drug Action	67	11	HMDB0000217;HMDB0005079;HMDB0000221;HMDB0004238;HMDB0001509;HMDB0004244;HMDB0005998;HMDB0003080;HMDB0000148;HMDB0001377;HMDB0002111	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Tolmetin Action Pathway	SMP0000704	Drug Action	67	11	HMDB0000221;HMDB0004244;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0001377;HMDB0000148;HMDB0004238;HMDB0003080;HMDB0002111;HMDB0000217	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Magnesium Salicylate Action Pathway	SMP0000698	Drug Action	67	11	HMDB0001509;HMDB0003080;HMDB0002111;HMDB0004244;HMDB0000221;HMDB0000148;HMDB0005998;HMDB0004238;HMDB0000217;HMDB0001377;HMDB0005079	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Nabumetone Action Pathway	SMP0000114	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Piroxicam Action Pathway	SMP0000077	Drug Action	67	11	HMDB0000221;HMDB0002111;HMDB0005998;HMDB0004238;HMDB0000148;HMDB0000217;HMDB0004244;HMDB0003080;HMDB0001509;HMDB0005079;HMDB0001377	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Suprofen Action Pathway	SMP0000101	Drug Action	67	11	HMDB0000221;HMDB0004244;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0001377;HMDB0000148;HMDB0004238;HMDB0003080;HMDB0002111;HMDB0000217	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Leukotriene C4 Synthesis Deficiency	SMP0000353	Disease	66	11	HMDB0001377;HMDB0001509;HMDB0000221;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0000217;HMDB0005998;HMDB0002111;HMDB0005079;HMDB0004238	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Bromfenac Action Pathway	SMP0000102	Drug Action	67	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Etodolac Action Pathway	SMP0000084	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Indomethacin Action Pathway	SMP0000104	Drug Action	67	11	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0000221;HMDB0004244;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0003080	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Mefenamic Acid Action Pathway	SMP0000109	Drug Action	67	11	HMDB0005079;HMDB0004238;HMDB0000221;HMDB0003080;HMDB0001509;HMDB0004244;HMDB0000148;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Acetylsalicylic Acid Action Pathway	SMP0000083	Drug Action	67	11	HMDB0002111;HMDB0005079;HMDB0001509;HMDB0000217;HMDB0004238;HMDB0000221;HMDB0005998;HMDB0000148;HMDB0003080;HMDB0004244;HMDB0001377	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Oxaprozin Action Pathway	SMP0000113	Drug Action	67	11	HMDB0005079;HMDB0004238;HMDB0000221;HMDB0003080;HMDB0001509;HMDB0004244;HMDB0000148;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Flurbiprofen Action Pathway	SMP0000697	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0000221;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0000217;HMDB0005998;HMDB0002111;HMDB0005079;HMDB0004238	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Arachidonic Acid Metabolism	SMP0000075	Metabolic	66	11	HMDB0000148;HMDB0000217;HMDB0004238;HMDB0005079;HMDB0003080;HMDB0001377;HMDB0004244;HMDB0000221;HMDB0001509;HMDB0005998;HMDB0002111	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Naproxen Action Pathway	SMP0000120	Drug Action	67	11	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0000221;HMDB0005998	0.3176746906035655	0.6523297491039427	0.8532517301243256	0.6905687850953669
Beta Oxidation of Very Long Chain Fatty Acids	SMP0000052	Metabolic	14	4	HMDB0000538;HMDB0000201;HMDB0001341;HMDB0002356	0.44238839327344054	0.672514619883041	0.844709136308921	0.6932541292200829
Carnitine-Acylcarnitine Translocase Deficiency	SMP0000517	Disease	14	4	HMDB0002356;HMDB0000538;HMDB0000201;HMDB0001341	0.44238839327344054	0.672514619883041	0.844709136308921	0.6932541292200829
Adrenoleukodystrophy, X-Linked	SMP0000516	Disease	14	4	HMDB0001341;HMDB0000201;HMDB0002356;HMDB0000538	0.44238839327344054	0.672514619883041	0.844709136308921	0.6932541292200829
Trehalose Degradation	SMP0000467	Metabolic	10	7	HMDB0000122;HMDB0001341;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0003345;HMDB0001429	0.3714542090232431	0.6151079136690647	0.8703792859521533	0.7225298151616164
Chloramphenicol Action Pathway	SMP0000729	Drug Action	20	6	HMDB0000167;HMDB0000250;HMDB0014589;HMDB0000538;HMDB0000162;HMDB0000045	0.3677197082071669	0.6957328385899815	0.8160423297602205	0.7346921372721894
Cyclophosphamide Action Pathway	SMP0000447	Drug Action	23	9	HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0000902;HMDB0014672;HMDB0001377;HMDB0003125;HMDB0059597	0.34759010180710453	0.6404494382022472	0.8594711918918789	0.7373218690009812
Cyclophosphamide Metabolism Pathway	SMP0000604	Drug Metabolism	23	9	HMDB0000221;HMDB0003125;HMDB0001487;HMDB0059597;HMDB0014672;HMDB0000902;HMDB0001377;HMDB0002111;HMDB0000217	0.34759010180710453	0.6404494382022472	0.8594711918918789	0.7373218690009812
Degradation of Superoxides	SMP0000468	Metabolic	10	6	HMDB0003125;HMDB0001377;HMDB0001333;HMDB0000217;HMDB0002111;HMDB0059597	0.38577572375624414	0.6363636363636364	0.856112178250785	0.7397930909583895
5-Oxoprolinuria	SMP0000143	Disease	19	11	HMDB0001248;HMDB0001341;HMDB0002111;HMDB0003125;HMDB0000574;HMDB0000221;HMDB0000148;HMDB0000217;HMDB0000123;HMDB0000538;HMDB0001429	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248
gamma-Glutamyltranspeptidase Deficiency	SMP0000501	Disease	19	11	HMDB0003125;HMDB0000221;HMDB0000574;HMDB0000123;HMDB0001429;HMDB0000538;HMDB0000148;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248
Glutathione Metabolism	SMP0000015	Metabolic	19	11	HMDB0000574;HMDB0000217;HMDB0001248;HMDB0000221;HMDB0001341;HMDB0000538;HMDB0000148;HMDB0000123;HMDB0003125;HMDB0001429;HMDB0002111	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248
5-Oxoprolinase Deficiency	SMP0000500	Disease	19	11	HMDB0002111;HMDB0000148;HMDB0000123;HMDB0001341;HMDB0001248;HMDB0000538;HMDB0000221;HMDB0001429;HMDB0003125;HMDB0000217;HMDB0000574	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248
gamma-Glutamyltransferase Deficiency	SMP0000183	Disease	19	11	HMDB0002111;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000221;HMDB0000148;HMDB0001429;HMDB0000123;HMDB0000574;HMDB0003125	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248
Glutathione Synthetase Deficiency	SMP0000337	Disease	19	11	HMDB0000538;HMDB0000221;HMDB0000574;HMDB0002111;HMDB0001248;HMDB0001429;HMDB0000123;HMDB0001341;HMDB0000148;HMDB0000217;HMDB0003125	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.7444444812914248
Diflunisal Action Pathway	SMP0000289	Drug Action	67	12	HMDB0003080;HMDB0000148;HMDB0004238;HMDB0002111;HMDB0005079;HMDB0001377;HMDB0001509;HMDB0005998;HMDB0004244;HMDB0000217;HMDB0000221;HMDB0014999	0.29369240235124106	0.7155797101449275	0.8072790352108009	0.7462964306908088
DOPA-Responsive Dystonia	SMP0000486	Disease	21	5	HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000221	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Sepiapterin Reductase Deficiency	SMP0000491	Disease	21	5	HMDB0000217;HMDB0000221;HMDB0001487;HMDB0000902;HMDB0002111	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Hyperphenylalaninemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency	SMP0000487	Disease	21	5	HMDB0000221;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Pterine Biosynthesis	SMP0000005	Metabolic	21	5	HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000221	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Segawa Syndrome	SMP0000490	Disease	21	5	HMDB0000221;HMDB0002111;HMDB0000902;HMDB0001487;HMDB0000217	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps)	SMP0000488	Disease	21	5	HMDB0002111;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Hyperphenylalaninemia Due to DHPR-Deficiency	SMP0000489	Disease	21	5	HMDB0000221;HMDB0001487;HMDB0000902;HMDB0002111;HMDB0000217	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7491292543244367
Arbekacin Action Pathway	SMP0000713	Drug Action	20	5	HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Paromomycin Action Pathway	SMP0000714	Drug Action	20	5	HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Josamycin Action Pathway	SMP0000731	Drug Action	20	5	HMDB0000162;HMDB0000538;HMDB0000045;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Rolitetracycline Action Pathway	SMP0000726	Drug Action	20	5	HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Methacycline Action Pathway	SMP0000727	Drug Action	20	5	HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Troleandomycin Action Pathway	SMP0000730	Drug Action	20	5	HMDB0000167;HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Tobramycin Action Pathway	SMP0000711	Drug Action	20	5	HMDB0000162;HMDB0000167;HMDB0000538;HMDB0000250;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Tigecycline Action Pathway	SMP0000712	Drug Action	20	5	HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Lincomycin Action Pathway	SMP0000728	Drug Action	20	5	HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Erythromycin Action Pathway	SMP0000250	Drug Action	20	5	HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Tetracycline Action Pathway	SMP0000294	Drug Action	20	5	HMDB0000162;HMDB0000538;HMDB0000045;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Streptomycin Action Pathway	SMP0000259	Drug Action	20	5	HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Demeclocycline Action Pathway	SMP0000290	Drug Action	20	5	HMDB0000162;HMDB0000250;HMDB0000538;HMDB0000167;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Minocycline Action Pathway	SMP0000292	Drug Action	20	5	HMDB0000162;HMDB0000167;HMDB0000538;HMDB0000250;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Oxytetracycline Action Pathway	SMP0000293	Drug Action	20	5	HMDB0000162;HMDB0000167;HMDB0000538;HMDB0000250;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Neomycin Action Pathway	SMP0000256	Drug Action	20	5	HMDB0000167;HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Kanamycin Action Pathway	SMP0000255	Drug Action	20	5	HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Gentamicin Action Pathway	SMP0000254	Drug Action	20	5	HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Amikacin Action Pathway	SMP0000253	Drug Action	20	5	HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Spectinomycin Action Pathway	SMP0000258	Drug Action	20	5	HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Telithromycin Action Pathway	SMP0000252	Drug Action	20	5	HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Clindamycin Action Pathway	SMP0000249	Drug Action	20	5	HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167;HMDB0000162	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Clarithromycin Action Pathway	SMP0000248	Drug Action	20	5	HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167;HMDB0000162	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Azithromycin Action Pathway	SMP0000247	Drug Action	20	5	HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Lymecycline Action Pathway	SMP0000295	Drug Action	20	5	HMDB0000162;HMDB0000538;HMDB0000045;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Clomocycline Action Pathway	SMP0000262	Drug Action	20	5	HMDB0000162;HMDB0000250;HMDB0000538;HMDB0000167;HMDB0000045	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Roxithromycin Action Pathway	SMP0000251	Drug Action	20	5	HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Netilmicin Action Pathway	SMP0000257	Drug Action	20	5	HMDB0000167;HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000250	-0.5040855452474463	0.39957716701902746	-1.0678912911141185	0.7990244076359777
Phenylbutazone Action Pathway	SMP0000701	Drug Action	67	12	HMDB0001377;HMDB0002111;HMDB0005079;HMDB0001509;HMDB0000217;HMDB0004238;HMDB0000221;HMDB0005998;HMDB0000148;HMDB0003080;HMDB0004244;HMDB0014950	0.26947092491149105	0.8152173913043478	0.7407009052271842	0.8117538169328279
Rosuvastatin Action Pathway	SMP0000092	Drug Action	46	14	HMDB0001217;HMDB0000221;HMDB0001967;HMDB0001429;HMDB0015230;HMDB0006271;HMDB0001377;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248;HMDB0002719	0.2569311257948386	0.8256880733944955	0.7291151243666061	0.8219071356670297
Desmosterolosis	SMP0000386	Disease	45	13	HMDB0001341;HMDB0000221;HMDB0001248;HMDB0001377;HMDB0006271;HMDB0000250;HMDB0002719;HMDB0000217;HMDB0002111;HMDB0000538;HMDB0001217;HMDB0001429;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)	SMP0000388	Disease	45	13	HMDB0001341;HMDB0000221;HMDB0001248;HMDB0001377;HMDB0006271;HMDB0000250;HMDB0002719;HMDB0000217;HMDB0002111;HMDB0000538;HMDB0001217;HMDB0001429;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Wolman Disease	SMP0000511	Disease	45	13	HMDB0001248;HMDB0002111;HMDB0001217;HMDB0000538;HMDB0001341;HMDB0000250;HMDB0000217;HMDB0001377;HMDB0000221;HMDB0006271;HMDB0001429;HMDB0001967;HMDB0002719	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Cholesteryl Ester Storage Disease	SMP0000508	Disease	45	13	HMDB0001377;HMDB0000221;HMDB0000250;HMDB0000538;HMDB0002719;HMDB0001341;HMDB0001217;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001429;HMDB0006271;HMDB0002111	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Hyper-IgD Syndrome	SMP0000509	Disease	45	13	HMDB0002111;HMDB0002719;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000221;HMDB0001429;HMDB0001217;HMDB0006271;HMDB0001967;HMDB0000250;HMDB0001377	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Mevalonic Aciduria	SMP0000510	Disease	45	13	HMDB0001217;HMDB0006271;HMDB0001429;HMDB0001341;HMDB0000250;HMDB0001248;HMDB0002111;HMDB0000538;HMDB0001377;HMDB0002719;HMDB0000221;HMDB0000217;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Ibandronate Action Pathway	SMP0000079	Drug Action	46	13	HMDB0001967;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001248;HMDB0001217;HMDB0001429;HMDB0000250;HMDB0006271;HMDB0001341;HMDB0002719;HMDB0000217;HMDB0001377	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
CHILD Syndrome	SMP0000387	Disease	45	13	HMDB0001377;HMDB0000221;HMDB0000250;HMDB0000538;HMDB0002719;HMDB0001341;HMDB0001217;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001429;HMDB0006271;HMDB0002111	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Simvastatin Action Pathway	SMP0000082	Drug Action	46	13	HMDB0002111;HMDB0002719;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000221;HMDB0001429;HMDB0001217;HMDB0006271;HMDB0001967;HMDB0000250;HMDB0001377	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
